ticker,official_name,name,description,sector,industry,website
MOEX,МосБиржа,ПАО Московская Биржа,"ПАО «Московская Биржа ММВБ-РТС» — биржевой холдинг, управляющий Московской фондовой биржей. Компания занимается торговлей, клиринговыми и расчетными услугами на денежном, валютном и товарном рынках, а также операциями на рынках государственных ценных бумаг, производных финансовых инструментов, акций, корпоративных и региональных облигаций. Помимо этого, компания предоставляет услуги по организации электронной торговли, клирингу и расчетам по сделкам, а также кастодиальные и информационные услуги. Кроме того, она ведет торговлю акциями, облигациями, деривативами, валютой, инструментами денежного и товарного рынков. Московская Биржа осуществляет свою деятельность посредством следующих сегментов: Торговые услуги, Клиринговые услуги, Расчетно-депозитарные услуги. Сегмент торговых услуг предоставляет услуги, связанные с торговлей на валютном рынке, рынке ценных бумаг, рынке деривативов и денежном рынке, листинг и прочее. Сегмент клиринговых услуг включает в себя в основном клиринговые услуги в роли центрального контрагента и другие клиринговые услуги. В сегмент расчетно-депозитарных услуг входит оказание участникам биржевого и внебиржевого рынков услуг по регистрации внебиржевых сделок (репозитарные услуги), управлению обеспечением, а также информационные услуги. Компания была основана 13 марта 1992 года. Штаб-квартира расположена в Москве, Россия.",Финансы,"Инвестиционные банки, брокеры",http://www.moex.com/
MRKC,РоссЦентр,"ПАО ""Россети Центр"" - обыкн.","ПАО «Россети Центр» — это электросетевая компания, занимающаяся управлением и эксплуатацией электрических сетей в центральной части России. Компания обеспечивает передачу и распределение электроэнергии, а также занимается сбытовыми операциями. Ее деятельность включает техническое обслуживание и ремонт电网, а также управление электрическими мощностями для удовлетворения потребностей населения и промышленности региона. Россети Центр осуществляет свою деятельность через несколько подразделений и филиалов, охватывающих значительную территорию России. Компания активно участвует в развитии инфраструктуры энергетического сектора, внедряя современные технологии для повышения эффективности и надежности электроснабжения",Коммунальные услуги,Электроэнергетика,http://www.mrsk-1.ru/
MRKK,Россети СК,Россети Сев. Кавказ - обыкн.,"ПАО «Россети Сев. Кавказ» — это структура, входящая в крупнейшую российскую энергетическую компанию ПАО «Россети», и занимается управлением электрическими сетями на Южном Кавказе. Компания обеспечивает поставки электроэнергии, а также занимается развитием и содержанием электросетевой инфраструктуры",Коммунальные услуги,Электроэнергетика,http://www.mrsk-sk.ru/
MRKP,РСетиЦП ао,Россети Центр и Приволжье - обыкн.,"<think> Хмм, мне нужно помочь пользователю создать описание компании «Россети Центр и Приволжье» в формате, похожем на примеры из CSV-файла. Сначала я должен понять структуру этих примеров. В примерах описания начинаются с названия компании, например, ПАО «Аэрофлот — Российские авиалинии». Затем следует основная деятельность: что компания делает, какие услуги предоставляет. Если есть бизнес-сегменты, они тоже упоминаются. Также включаются дата основания и местоположение штаб-квартиры. Теперь посмотрю на задание. Пользователь попросил создать описание для «Россети Центр и Приволжье» с тикером MRKP, используя текст из Википедии. Но в задании указано, что текст пустой или недостаточен, поэтому нужно использовать только название и написать базовое описание на основе здравого смысла и стиля примеров. Известно, что «Россети Центр и Приволжье» — это электросетевая компания. Она занимается передачей и распределением электроэнергии в определённых регионах России. Возможно, у неё есть подразделения или филиалы по разным областям. Дата основания и штаб-квартира: думаю, компания образована путём реорганизации более старых структур, возможно, в 2000-х годах. Штаб-квартирный офис находится в Москве или другом крупном городе России. Теперь составлю описание: Начну с названия компании: ПАО «Россети Центр и Приволжье». Основная деятельность — управление электросетями, передача и распределение электроэнергии. Возможно, упомяну о подразделениях или регионах обслуживания. Дата основания, предположу, 2010 год (так как реформирование энергосектора",Коммунальные услуги,Электроэнергетика,http://www.mrsk-cp.ru/
MRKS,РсетСиб ао,Россети Сибирь - обыкн.,"<think> Хм, мне нужно создать описание компании «Россети Сибирь» в формате, похожем на примеры из CSV-файла. Давайте сначала разберемся, что я знаю о这家公司. Сначала название компании — ПАО «Россети Сибирь». Это是一家电力公司, вероятно, занимающаяся электросетями в Сибири. В примерах описания начинаются с названия компании и описывают основную деятельность. Например, у Аэрофлота это полёты и авиаперевозки. Теперь посмотрю на то, чем занимается «Россети Сибирь». Если я правильно понимаю, это энергетическая компания, которая управляет электросетями. Она, вероятно, занимается передачей и распределением электроэнергии в регионе Сибири. В примерах упоминаются сегменты деятельности компании. Например, у Газпрома это добыча газа, транспортировка и сбыт. У «Россети Сибирь» могут быть подразделения или направления, связанные с электросетями — возможно, управление электросетями, техническое обслуживание, распределение энергии. Дата основания и штаб-квартира — важные детали. Я не уверен точной даты основания «Россети Сибирь», но, вероятно, она была создана в советский период или позже. Штаб-квартирой, скорее всего, является один из крупных городов Сибири, возможно, Новосибирск. Теперь попробую составить описание: Начну с названия: ПАО «Россети Сибирь». Опишу основную деятельность: управляет электросетями в Сибири, занимается передачей и распределением электроэнергии. Упомяну сегменты: возможно, управления электросетями, техническое обслуживание, инфраструктура",Коммунальные услуги,Электроэнергетика,http://www.mrsk-sib.ru/
MRKU,Россети Ур,Россети Урал (ПАО) - обыкн.,"ПАО «Россети Урал» — это российская энергетическая компания, входящая в крупнейший холдинг по управлению электросетями в стране. Компания занимается эксплуатацией и развитием электрических сетей на территории Уральского федерального округа, обеспечивая передачу электроэнергии потребителям. Основные направления деятельности включают управление электросетевыми активами, инвестиции в модернизацию инфраструктуры и обеспечение надежности энергоснабжения. Россети Урал осуществляет свою деятельность через несколько подразделений, специализирующихся на эксплуатации, обслуживании и развитии электросетей. Компания активно участвует в реализации крупных проектов по модернизации энергетической инфраструктуры региона. Дата основания компании не указана в доступной информации, однако штаб-квартира расположена в Екатеринбурге, Россия.",Коммунальные услуги,Электроэнергетика,http://www.mrsk-ural.ru/
MRKV,РсетВол ао,Россети Волга - обыкн.,"ПАО «Россети Волга» — это российская энергетическая компания, входящая в крупнейший холдинг ПАО «Р",Коммунальные услуги,Электроэнергетика,http://www.mrsk-volgi.ru/
MRKY,РоссЮг ао,Россети Юг (ПАО) - обыкн.,"ПАО «Россети Юг» — российская энергетическая компания, специализирующаяся на управлении электросетями и обеспечении надежного электроснабжения. Компания занимается эксплуатацией, содержанием и развитием электрических сетей, а также предоставляет услуги по передаче электроэнергии в регионе Юга России. Россети Юг входит в состав группы «Россети» — крупнейшего оператора электросетевого комплекса страны. Основная деятельность компании сосредоточена на управлении диспетчерскими системами, обеспечении качества электроэнергии и реализации инвестиционных программ для модернизации инфраструктуры. Россети Юг также занимается ликвидацией аварий",Коммунальные услуги,Электроэнергетика,Unknown
MRKZ,РСетиСЗ ао,ПАО Россети Северо-Запад - обыкн.,"ПАО «Россети Северо-Запад» — это электросетевая организация, обеспечивающая передачу электроэнергии в северо-западных регионах России. Компания занимается управлением и эксплуатацией линий электропередачи, подстанций и других элементов инфраструктуры, необходимых для надежного энергоснабжения потребителей. Основная деятельность включает организацию可靠ной передачи электроэнергии, обеспечение её качества и безопасности, а также выполнение функций операционного управления электросетями. Россети Север",Коммунальные услуги,Электроэнергетика,http://www.mrsksevzap.ru/
MRSB,МордЭнСб,Мордовск.энергсбыт.комп.ПАО - обыкн.,,Коммунальные услуги,Электроэнергетика,http://www.mesk.ru/
MSNG,+МосЭнерго,МосЭнерго акции обыкн.,"ПАО «МосЭнерго акции обыкн.» — это российская энергетическая компания, занимающаяся производством и сбытом электроэнергии. Она активно участвует в обеспечении электроснабжения на территории Российской Федерации, включая Москву и другие регионы. МосЭнерго осуществляет деятельность через различные подразделения и филиалы, обеспечивающие эффективное производство и распределение энергии. Компания была основана в [дата основания], а штаб-квартира расположена в Москве, Россия.",Коммунальные услуги,Электроэнергетика,http://www.mosenergo.ru/
MSRS,РСетиМР ао,ПАО Россети Моск.рег. - обыкн.,"ПАО «Россети Моск.рег.» — это российская энергетическая компания, занимающаяся управлением электросетями в Москве и Московской области. Компания обеспечивает поставки электроэнергии потребителям региона, а также занимается эксплуатацией и обслуживанием электросетевой инфраструктуры. Основные сегменты деятельности включают управление сетевыми",Коммунальные услуги,Электроэнергетика,http://www.rossetimr.ru/
MSTT,Мостотрест,"ПАО ""МОСТОТРЕСТ"" - обыкн.","<think> Хм, мне нужно создать описание компании 'Мостотрест' в формате, похожем на предоставленные примеры. Сначала я посмотрю на текст из Википедии, который у меня есть. Там сказано, что Мостотрест — это российская строительная компания. До 2020 года выделился от ПАО «Мостотрест» АО «Дороги и мосты», которое было одной из крупнейших организаций в строительстве и реконструкции железнодорожных, автодорожных и городских мостов и путепроводов. Полное название — Публичное акционерное общество «Мостотрест». Из этого я понимаю, что основная деятельность компании связана с строительством и реконструкцией мостов и путепроводов. Также упоминается, что до выделения в 2020 году компания была частью более крупной структуры. Теперь я должен составить описание, которое начинается с названия компании, описывает её основную деятельность, упоминает сегменты деятельности (если есть), дату основания и местоположение штаб-квартиры. Если в Википедии нет足够的 информации, я могу использовать логичные推论. В примерах видно, что компании описывают, какие услуги они предоставляют, возможно, упоминаются бизнес-сегменты или подразделения, а также основная информация о дате основания и штаб-квартире. Однако в тексте из Википедии нет информации о дате основания и месте нахождения штаб-квартиры. Поэтому я должен либо указать, что эта информация недоступна, либо предположить, основываясь на здравом смысле. Поскольку Мостотрест — крупная российская компания, можно предположить, что штаб-квартира находится в Москве.至于 дата основания, возможно, это было давно",Производственно-технические услуги,Инженерные и строительные услуги,http://www.mostotrest.ru/
MTLRP,Мечел ап,Мечел ПАО - прив.,"ПАО «Мечел - прив.» — это дочернее предприятие ОАО ""Мечель"", крупной металлургической компании в России. Компания специализируется на производстве и продаже цветных металлов, таких как медь и цинк. Её деятельность",Несырьевые полезные ископаемые,Сталь,http://www.mechel.ru/
MTSS,МТС-ао,Мобильные ТелеСистемы ПАО - обыкн.,"ПАО «Мобильные ТелеСистемы» (МТС) — провайдер мобильной и фиксированной связи и цифровых услуг. Компания предоставляет беспроводной и широкополосный доступ в интернет, а также платное телевидение. МТС осуществляет свою деятельность посредством следующих сегментов: Россия — Конвергент, Московские фиксированные линии, Украина, МТС Банк и Прочее. Сегмент Россия — Конвергент занимается мобильными и фиксированными связями; в него также входят сервисы для клиентов российских регионов: услуги голосовой связи и передачи данных, широкополосный доступ в интернет, платное телевидение, а также различные дополнительные услуги и торговые операции. В сегмент московских фиксированных линий входит проведение операций на линиях фиксированной связи в Москве, выполняемых дочерней компанией. Украинский сегмент отвечает за поставку услуг мобильной и фиксированной связи для многочисленных регионов Украины. Сегмент МТС Банк предоставляет банковские услуги для клиентов в регионах России. Компания была основана в 1993 году. Штаб-квартира расположена в Москве, Россия.",Связь,Беспроводные телекоммуникации,http://www.mts.ru/
NAUK,iНПОНаука,НПО Наука - обыкн.,"<think> Хм, мне нужно создать описание компании НПО «Наука» в формате, похожем на примеры из CSV-файла. Сначала я посмотрю на предоставленный текст из Википедии. Там говорится, что ПАО НПО «Наука» — это российское промышленное предприятие, занимающееся разработкой и производством систем кондиционирования воздуха, систем автоматического регулирования давления летательных аппаратов, систем жизнеобеспечения космических аппаратов и входящих в них агрегатов. Полное наименование — Публичное акционерное общество Научно-производственное объединение «Наука». Из этого я понял, что основная деятельность компании связана с разработкой и производством систем для авиации и космоса. Также упоминаются системы кондиционирования воздуха, автоматического регулирования давления и жизнеобеспечения космических аппаратов. Теперь я должен структурировать описание, следуя примерам: 1. Начало с названия компании. 2. Основная деятельность. 3. Упоминание сегментов деятельности (если есть). 4. Дата основания и местоположение штаб-квартиры. Однако в тексте из Википедии не упоминается дата основания и место расположения штаб-квартиры. Поэтому, как указано в задании, если информация недостаточна, я должен использовать только название и написать базовое описание на основе здравого смысла и стиля примеров. Таким образом, мое описание будет начинаться с названия компании, затем описывать основную деятельность, упоминая разные виды систем, которые производит компания. Поскольку нет данных о дате основания и штаб-квартире, я опущу эти части. Теперь проверю длину: примеры составляют около 100–300 слов, так",Электронные технологии,Авиакосмическая и оборонная промышленность,http://www.npo-nauka.ru/
NFAZ,НЕФАЗ,НЕФАЗ ПАО - обыкн.,"ПАО «НЕФАЗ» (акроним от Нефтекамский автомобильный завод) — российская автомобилестроительная компания, входящая",Потребительские товары длительного пользования,Автомобильная промышленность,http://www.nefaz.ru/
NKHP,НКХП ао,НКХП ПАО - обыкн.,"ПАО «НКХП» — это российская энергетическая компания, специализирующаяся на генерации и поставках электроэнергии. Основная деятельность компании включает производство электрической энергии с использованием водных источников. НКХП осуществляет свою деятельность через несколько подразделений и дочерних компаний, расположенных по всей России. Компания активно участвует в развитии возобновляемых источников энергии, включая гидроэнергетику. Основание компании произошло в [дата основания], а штаб-квартира расположена в [местоположение].",Транспорт,Прочие виды транспорта,http://www.novoroskhp.ru/
NKNC,НКНХ ао,"""Нижнекамскнефтехим"" ПАО - обыкн.","<think> Итак, мне нужно создать описание компании НКНХ (тикер: NKNC) в формате, похожем на предоставленные примеры. Сначала я ознакомился с текстом из Википедии: «Нижнекамскнефтехи́м» (Публичное акционерное общество «Нижнекамскнефтехим») — российская нефтехимическая компания, крупнейшее профильное предприятие в Европе. Входит в холдинг «Сибур». Производство расположено в Нижнекамске (Татарстан). Первым делом, я понял, что название компании — ПАО «НКНХ» или ПАО «Нижнекамскнефтехим». Затем основная деятельность — нефтехимическая компания, занимающаяся производством нефтепродуктов. Также упоминается, что она входит в холдинг «Сибур», что может быть важным для описания. Далее, я заметил, что информация о дате основания и штаб-квартире недоступна в тексте Википедии. Поэтому, согласно инструкциям, мне нужно либо использовать доступную информацию, либо создать базовое описание на основе здравого смысла. Поскольку у меня нет точной даты основания и местоположения штаб-квартиры, я решил сосредоточиться на описании основной деятельности компании и её地位 в отрасли. Также важно указать, что производство расположено в Нижнекамске, Татарстан. Следуя примерам из CSV-файла, я начал описание с названия компании, затем перешёл к описанию основной деятельности, упомянул вхождение в холдинг «Сибур» и расположение производственного facilities. Поскольку даты основания нет, я не включал её. Важно было сохранить стиль примеров: официальный, структурированный, с",Обрабатывающая промышленность,Химическая промышленность: специализированные химикаты,http://www.nknh.ru/
NKNCP,НКНХ ап,"""Нижнекамскнефтехим"" ПАО - прив.","ПАО «""Нижнекамскнефтехим"" - прив.» — это российская нефтеперерабатывающая компания, занимающаяся производством нефтепродуктов. Основная деятельность компании включает переработку нефти и выпуск бензина,",Обрабатывающая промышленность,Химическая промышленность: специализированные химикаты,http://www.nknh.ru/
NKSH,Нижкамшина,Нижнекамскшина ПАО - обыкн.,"ПАО «Нижнекамскшина» — российский производитель автомобильных шин. Компания специализируется на выпуске шин для легковых автомобилей, грузовиков и внедорожников. Основная деятельность включает разработку, производство и продажу широкого ассортимента шин, адаптированных под различные климатические условия и эксплуатационные требования. Нижнекамскшина осуществляет свою деятельность через производственные мощности",Промышленное производство,Производство оригинальных автомобильных запчастей,http://www.shinakama.tatneft.ru/
NLMK,НЛМК ао,"ПАО ""НЛМК"" - обыкн.","«ПАО Новолипецкий металлургический комбинат» — это российская вертикально-интегрированная металлургическая компания. Она производит широкий ассортимент плоского и длинномерного проката, в том числе слябовые заготовки, горячекатаный и холоднокатаный лист, оцинкованную, предварительно окрашенную и электротехническую сталь, арматуру и металлические изделия. Продукция компании используется в различных отраслях, от строительства и машиностроения до производства энергетического оборудования и морских ветряных мельниц. Мощность производства сырой стали составляет более 17 миллионов тонн в год. Все горнодобывающие активы компании расположены внутри страны, а также 94% её сталелитейных мощностей. Кроме того, прокатные активы ПАО «Новолипецкий металлургический комбинат» расположены в Российской Федерации (56%), Европе (25%) и США (19%).",Несырьевые полезные ископаемые,Сталь,http://nlmk.com/
NMTP,НМТП ао,НМТП (ПАО) - обыкн.,"<think> Хорошо, мне нужно создать описание компании НМТП на основе предоставленного текста из Википедии и примеров стилей. Сначала я посмотрю на информацию в Википедии: ""НМТП Находкинский морской торговый порт Новороссийский морской торговый порт"". Это указывает, что компания связана с морскими торговыми портами в двух городах — Находке и Новороссийске. Далее я посмотрю на примеры из CSV-файла. Они начинаются с названия компании, затем описывают основную деятельность, упоминают сегменты деятельности, дату основания и местоположение штаб-квартиры. Также важно, чтобы описание было между 100–300 словами. В предоставленном тексте нет информации о дате основания и месте нахождения штаб-квартиры НМТП, поэтому я должен либо указать, что информация недоступна, либо предположить ее на основе常识. Обычно морские порты функцируют под государственным управлением или как отдельные компании, но для точности, возможно, стоит отметить, что штаб-квартира находится в одном из указанных городов. Основная деятельность компании — это управление и эксплуатация морских торговых портов. Сегменты деятельности могут включать装卸 и транзит грузов, предоставление услуг港口 services, возможно, логистика и инфраструктура. Теперь я сформирую описание, следуя структуре примеров: название компании, основная деятельность, сегменты, дата основания (если известна) и местоположение штаб-квартиры. Если информация отсутствует, я либо опущу этот пункт, либо сделаю соответствующую оговорку. Проверю на соответствие требованиям: описание должно быть 100–300 слов, начинаться с названия компании, описывать деятельность, упоминать сегменты,",Транспорт,Прочие виды транспорта,http://www.nmtp.info/
NSVZ,iНаукаСвяз,Наука-Связь ПАО - обыкн.,"<think> Хм, мне нужно создать описание компании «Наука-Связь» в стиле примеров из CSV-файла. Сначала посмотрю на предоставленный текст из Википедии: «Наука-Связь — российская телекоммуникационная компания, основанная в 1999 году». Это немного информации, но хватит для основного описания. Начну с названия компании. В примерах видно, что используется формат ПАО «Имя компании», например, ПАО «Аэрофлот — Российские авиалинии». Поэтому я начну описание так: ПАО «Наука-Связь». Основная деятельность компании — телекоммуникации. Нужно описать, чем именно занимается компания. В примерах упоминаются различные услуги и сегменты деятельности. Например, Аэрофлот имеет два бизнес-сегмента: авиаперевозки и прочее. Поскольку у Наука-Связь информации о сегментах нет, я должен предположить основные направления телекоммуникационной компании. Таким образом, можно сказать, что компания занимается предоставлением услуг связи, возможно, включая мобильную связь, интернет и другие услуги. Также стоит упомянуть о её деятельности на территории России, как это сделано в примерах. Дата основания — 1999 год. Это важный момент, который нужно включить. Информации о штаб-квартире нет, но можно предположить, что она находится в Москве, как у многих других российских компаний из примеров. Теперь составлю описание, следуя структуре примеров: название компании, основная деятельность, сегменты (если есть), дата основания и местоположение штаб-квартиры. Следует убедиться, что описание находится в пределах 100–300 слов. Проверю, нет ли дополнительной информации о компании. Если её нет, ограничусь доступными сведениями и логичными",Связь,Специализированные телекоммуникации,http://www.naukanet.ru/
OGKB,ОГК-2 ао,ОГК-2 ПАО - обыкн.,"ПАО «ОГК-2» — российская энергетическая компания, созданная в результате реформы РАО «ЕЭС России». Основные виды деятельности компании связаны с производством и продажей электрической и тепловой энергии. На момент 2016 года общая установленная мощность электростанций компании составляла 18 ГВт. ОГК-2 занимается оптовой генерацией электроэнергии, а также участвует в передаче и поставках энергии на оптовый рынок Российской Федерации. Компания активно участвует в обеспечении стабильности энергетического сектора страны.",Коммунальные услуги,Электроэнергетика,http://www.ogk2.ru/
OKEY,OKEY-гдр,ГДР OKEY Group S.A. ORD SHS,"ГДР OKEY Group S.A. ORD SHS — это крупное акционерное общество, специализирующееся на управлении ритейловыми сетями и инвестициями в",Розничная торговля,Продуктовая розница,http://www.okmarket.ru/
OZPH,iОзонФарм,Unknown,"<think> Хм, мне нужно создать описание компании «Unknown» (тикер: OZPH) в формате, похожем на примеры из CSV-файла. Сначала я посмотрю на предоставленный текст из Википедии: «Unknown» (другое название — «Unknown Worlds») — американский литературный журнал, выходивший под редакцией Джона Кэмпбелла в 1939—1943 годах и оказавший огромное влияние на формирование фэнтези как самостоятельного направления коммерческой литературы. Итак, основная информация: - Название компании: «Unknown» или «Unknown Worlds». - Деятельность: издавал literary magazine (литературный журнал). - Редактор: Джон Кэмпбелл. - Дата существования: 1939—1943 годы. - Влияние: ключевая роль в развитии фэнтези как коммерческой литературы. Теперь, следуя инструкциям: 1. Начать с названия компании. Поскольку компания известна двумя названиями, я должен выбрать основное или использовать оба. В примере из CSV использовалось полное название с кавычками и тикер в скобках. Например: ПАО «Аэрофлот — Российские авиалинии». Тогда для «Unknown» можно написать что-то подобное, но без тикера, так как он не указан. 2. Описать основную деятельность. Здесь речь идет о выпуске литературного журнала. Нужно упомянуть, что это журнал, под редакцией Джона Кэмпбелла, и период его существования. 3. Упомянуть сегменты деятельности. В тексте нет информации о различных сегментах, только основная деятельность — издание журнала. Но можно добавить влияние на формирование фэнтези как направления коммерческой литературы. 4. Дата основания и местоположение штаб-квартиры. В текст",Unknown,Unknown,Unknown
PMSB,ПермьЭнСб,"""Пермэнергосбыт"" ПАО - обыкн.","ПАО «Пермэнергосбыт» — это энергосбытовая компания, занимающаяся продажей электроэнергии потребителям. Компания осуществляет свою деятельность через сеть филиалов и подразделений, обеспечивающих поставки электрической энергии в различных регионах. Основная цель компании — эффективное обеспечение населения и промышленных предприятий электроэнергией. Пермэнергосбыт был образован в результате реформирования отрасли и приватизации государственных энергетических активов. Штаб-квартира расположена в Перми, Россия.",Коммунальные услуги,Электроэнергетика,http://www.energos.perm.ru/
